mcEdepQuenched,posr,BerekelyAlphaBeta
0.314285,5977.82,-11.8548
1.75597,6002,-66.4231
0.701004,4842.15,-38.2211
1.18459,3644.29,-51.9898
1.7349,5503.96,-96.0214
1.7349,4266.47,-53.7181
0.818817,5690.42,-41.4586
1.60021,5034.95,-103.61
1.71806,4757.79,-108.705
0.585415,5349.31,-35.0869
0.865919,5535.11,-54.6471
0.957453,4831.08,-58.2371
0.0469422,4699.66,-3.09943
1.19505,5370.8,-72.778
0.553149,5578.09,-33.6046
1.01567,5256.62,-61.3135
1.31397,1547.34,-71.1222
1.37629,3140.04,-86.8971
0.928031,1525.58,-49.0934
0.566155,5314.97,-29.5155
0.556525,1315.62,-36.3409
0.683776,4805.37,-47.9216
0.445919,5638.13,-22.4603
0.558068,2506.55,-30.3814
0.42682,3869.07,-26.6453
1.03977,4085.78,-66.086
0.986258,5661.89,-49.8435
1.46303,3241.59,-97.3624
0.973677,5452.84,-48.0546
1.23739,4710.32,-72.335
0.444398,3968.03,-39.5402
1.75509,3857.74,-112.236
1.30448,5503.78,-70.6816
1.85311,1476.82,-110.166
0.788915,3147.66,-51.8044
1.71828,718.929,-95.4591
2.15056,5378.25,-137.271
1.31793,3806.35,-72.5695
0.27006,5780.26,-15.552
1.1707,5609.17,-74.2766
0.757225,5162.77,-54.6927
0.622508,5433.76,-34.4121
0.184986,5584.54,-14.1927
1.11911,4175.42,-68.661
1.17391,5400.63,-70.3399
0.534318,3285.31,-26.4517
0.617594,2689.29,-31.075
0.325277,2407.62,-18.4214
1.65784,2500.42,-98.1517
1.5016,5562.68,-71.9233
1.58214,2823.67,-100.817
1.26734,5573.31,-65.344
0.280659,4676.61,-18.3359
0.776871,5263.57,-54.4738
1.6228,3063.33,-95.0218
1.10478,5607.83,-65.6433
0.130349,4928.07,-3.7388
1.62133,1696.55,-96.7508
0.458951,2747.47,-29.158
1.12336,4532.03,-69.7666
0.965554,3985.7,-71.096
0.494255,5192.88,-31.096
1.05602,4224.36,-73.0844
0.734813,1941.6,-40.9365
1.86947,4253.96,-109.939
0.508777,4173.28,-29.96
1.62376,2531.55,-111.221
0.613626,4319.07,-37.6275
0.932309,5929.54,-39.889
0.988207,3818.61,-63.4001
1.66139,5230.72,-103.947
1.42453,4801.13,-102.16
1.20137,5496.68,-63.3585
1.08621,3140.93,-73.0977
0.51069,5158.8,-30.1231
0.358629,4945,-21.2963
0.181869,5644.52,-5.07894
1.1416,5512.64,-75.2319
0.283874,2914.17,-20.6259
0.198981,5266.57,-13.8817
0.265204,4298.7,-19.0431
0.746066,5129.99,-57.6272
0.598445,4892.02,-33.4001
1.0905,5438.65,-66.1767
1.08069,3354.67,-64.2104
0.287914,4995.16,-14.4494
0.842032,5080.63,-60.0126
2.01229,5636.62,-97.7277
0.3832,5767.46,-21.4878
0.451312,3451.14,-30.9708
1.06744,4989.28,-74.1921
1.22262,4838.47,-84.2059
0.97809,5870.56,-33.5429
0.0420634,3723.39,1.08884
0.879826,5672.36,-52.6214
1.00065,4397.75,-61.4703
1.08242,6059.28,-38.5267
0.176592,2382.9,-11.2352
1.05557,3027.17,-60.0858
1.35146,3041.95,-68.4598
1.29325,4281.81,-76.9502
0.394338,5842.27,-19.0836
0.947365,3289.45,-58.7784
1.16063,5530.75,-66.6416
0.536484,5484.86,-30.7934
0.446975,5962.12,-22.1109
1.44305,4063.62,-94.2868
0.38825,5849.07,-20.8723
0.260155,2347.47,-15.4394
0.711697,4670.4,-49.2101
0.591359,4009.64,-31.6382
0.185017,5691.46,-10.8829
0.170283,5336.34,-10.9146
0.683949,5599.83,-33.8289
1.76708,4373.3,-114.549
1.54232,5006.61,-96.2441
0.617271,5768.24,-21.8707
0.855746,5380.93,-50.1963
1.28372,5983.18,-47.2645
0.112403,3292.01,-5.14348
1.34626,1453.03,-77.0295
0.583752,3993.95,-40.6617
0.324924,4651.38,-28.2042
0.615074,4616.33,-38.8724
0.442708,4710.62,-31.0514
0.860923,2226.43,-52.7338
0.938294,3006.39,-49.2957
0.475653,849.117,-21.9323
1.49325,3525.71,-84.5855
0.682601,3655.5,-40.9617
0.822168,3737.99,-49.678
0.932059,5994.39,-40.9929
0.241833,4462.41,-17.1006
1.5452,4707.95,-99.6565
1.38884,5867.16,-52.59
1.90608,5818.85,-76.3715
1.75706,5386.69,-109.456
0.555309,5204.13,-31.8291
1.11038,1530.63,-66.1252
0.802376,3121.11,-52.2197
0.635624,5603.39,-40.7774
0.925554,5579.92,-51.2711
0.897509,3924.31,-68.0473
0.162432,4761.82,-8.66587
0.354976,3367.27,-18.0741
0.513913,5031.42,-37.1233
1.13696,4807.67,-76.5898
0.660728,5163.26,-45.8159
1.80837,2682.46,-100.978
0.591734,4874.2,-35.3535
0.314105,3710.48,-25.3524
0.605054,5749.77,-27.338
0.458027,5151.56,-31.0974
0.606035,4863.44,-37.6471
0.961972,5252.04,-54.5434
0.433777,4542.36,-33.34
0.566963,3711.8,-34.0474
0.514293,4165.73,-29.1982
0.847293,4393.59,-43.6997
1.0197,5178.67,-71.8501
1.50175,5015.49,-97.1746
1.1368,4437.57,-61.0637
1.55755,5609.5,-87.1738
0.507804,4412.02,-31.9554
0.941285,1863.43,-48.0753
0.872086,5676.8,-34.142
0.707803,5799,-36.6044
0.905133,3048.14,-53.6585
1.48984,5783.74,-66.376
1.23074,3153.69,-82.5464
1.31414,5823.16,-47.8025
0.208563,4536.77,-12.696
0.546377,4782.62,-31.9106
1.16966,5350.81,-74.4947
0.294781,5160.01,-24.3835
0.262793,1760.3,-5.782
1.01276,5258.57,-68.1137
0.867342,4023.68,-50.5884
0.679176,2980.88,-46.7039
1.35139,3335.85,-91.7898
0.236477,5714.3,-12.524
0.424797,3736.04,-27.6051
1.22696,5847.78,-53.2529
0.954512,4373.22,-53.1377
0.447356,2908.22,-23.9215
0.124601,5218.59,-11.3065
0.749002,5544.31,-47.0981
0.76012,5284.79,-55.4449
0.38112,5098.5,-30.4739
0.842698,2050.69,-50.8675
0.894334,1145.21,-54.4555
1.27705,6056.81,-55.6437
0.89733,3697.41,-68.251
0.885107,1677.91,-54.7948
0.645115,5620.55,-23.1454
0.516088,3821.85,-35.5084
1.66146,2625.13,-99.5031
1.46138,5979.15,-64.0636
1.19143,4998.25,-71.7084
1.36629,1807.37,-72.0614
0.373092,2582.34,-22.3044
0.249428,5214.79,-17.6403
0.625124,2495.27,-26.9854
0.564678,6048.99,-20.369
0.285339,5868.4,-9.47861
0.673238,5052.13,-57.6968
1.132,5659.4,-49.5304
0.330086,4028.33,-26.7275
0.445628,4631.12,-35.3892
0.177847,5387.22,-12.8122
1.93865,4773.25,-127.926
1.31764,4198.63,-90.9133
0.528653,5592.47,-23.2895
0.109373,4116.69,-11.3982
0.215729,5545.8,-7.13121
1.12654,4848.47,-63.1014
0.523733,4910.24,-28.8741
0.398551,3677.93,-30.5448
1.54787,4025.95,-103.027
1.63136,3563.46,-108.104
0.0534648,1820.16,-1.8671
0.169945,5845.29,-7.74302
0.7398,5378.97,-57.2983
0.501733,5475.55,-30.7567
0.118358,3511.68,-8.91101
1.11478,4642.64,-62.9701
0.691836,1935.73,-42.9615
0.343772,4223.99,-25.7156
0.372074,4601.62,-21.1301
1.05304,3824.58,-60.484
1.70236,5019.17,-114.22
1.36998,5011.7,-76.4823
0.508087,5764.46,-23.2947
0.821833,5816.75,-34.3251
0.650399,5694.53,-28.5484
0.655772,3802.75,-43.2256
1.81387,4503.28,-113.369
0.889177,4560.47,-46.5502
1.45958,5440.29,-91.267
1.24882,5046.83,-93.8904
0.213528,6058.7,-4.67416
0.286978,5191.95,-18.9546
1.11284,5423.54,-60.8597
0.0785883,5124.82,-5.49202
0.835344,4945.99,-56.007
1.52972,3435.46,-95.9392
1.23556,5185.51,-85.8085
0.928167,4222.09,-58.9596
1.54781,5998.33,-66.4703
0.480754,5742.84,-20.8276
1.19413,5494.77,-49.3236
1.89194,4369.69,-116.246
0.390648,5063.27,-24.7457
0.44765,5936.42,-15.7053
0.425528,1567.58,-26.2122
0.520883,2012.5,-30.3676
1.46253,4173.86,-88.2518
1.44276,5875.78,-51.4224
0.735238,5333.11,-53.048
0.323501,3235.71,-20.3976
0.3121,4659.47,-22.4911
0.748054,3063.92,-49.6927
0.763231,4725.41,-48.1983
0.75419,1743.08,-37.5923
1.27236,3724.46,-69.1819
0.416417,4223.76,-25.7116
1.69012,4614.55,-101.7
1.64668,3853.4,-106.112
0.914649,2731.6,-53.099
1.25556,5570.03,-67.8512
1.16096,5665.64,-54.8145
1.1293,4840.53,-69.1736
1.23281,5250.83,-71.0486
0.421991,5623.4,-24.9456
1.01645,3433.75,-68.7668
1.07899,5894.79,-51.0743
1.66603,4039.89,-113.355
0.591569,4639.9,-41.7628
0.978166,3218.23,-57.1903
0.777359,4289.23,-50.9982
0.72016,1623.76,-44.8872
0.219464,5681.84,-10.1736
1.16508,5387.43,-72.5324
0.772541,1704.58,-43.4237
0.842692,5716.31,-32.2825
1.78436,5856.24,-81.7685
1.82412,2300.92,-103.46
0.698844,5724.85,-29.8312
0.602738,4207.33,-36.5382
0.734714,5068.35,-47.0037
0.859406,3992.09,-52.9783
0.41371,1328.66,-23.14
0.422726,5142.99,-25.3157
0.966719,1836.62,-57.371
0.680374,4894.72,-38.8456
0.127636,2930.62,-7.38304
1.51157,1379.58,-80.2651
1.47789,6000.86,-64.8172
0.929491,3030.96,-70.7896
1.18121,5094.65,-80.3907
0.777152,4948.44,-47.9357
1.25425,5520.17,-53.3934
1.17929,4217.69,-83.8465
1.50315,3624.98,-93.1497
1.44637,4098.53,-92.8693
0.924906,4708.79,-56.54
0.421027,5385.86,-20.8579
0.149052,4806.04,-11.4403
1.147,5202.92,-68.788
0.373604,3871.01,-21.1303
1.42816,5406.82,-79.4371
1.03439,5988.33,-40.3889
0.491023,5528.34,-31.8279
0.34386,3136.66,-21.0681
0.34881,5099.72,-25.0588
0.666013,5518.51,-35.0519
1.01427,3507.68,-60.2498
0.885376,5989.5,-28.2486
0.111337,4080.43,-6.4253
1.35967,3036.48,-87.1705
0.207831,3021.87,-13.552
1.64317,1217.07,-97.2677
0.284589,4184.84,-18.9846
0.229146,4987.33,-18.7103
0.849409,4249.04,-57.038
0.775931,2132.58,-50.487
0.508561,5809.96,-14.5311
0.750924,4582.59,-47.9457
1.00397,3877.53,-64.7698
0.848826,3515,-59.2962
0.195791,4568.31,-11.3389
1.17224,5175.77,-68.8849
0.549959,1541.43,-25.9131
0.366142,4693.93,-26.1785
1.11206,3672.18,-76.1866
1.14156,821.461,-65.1531
0.767811,5788.7,-40.7863
1.61813,5121.4,-73.9917
1.23134,5306.81,-79.5362
1.85221,4220.59,-101.963
1.09467,3966.06,-76.9733
0.511263,5644.58,-28.5518
0.833217,4453.96,-47.991
0.833436,4156.49,-57.4801
0.868052,4504.29,-56.3543
0.192744,5049.73,-12.9121
0.911502,1965.86,-65.2186
0.487891,5469.76,-27.4244
0.836792,5207.47,-65.3106
0.774486,2678.46,-44.3246
1.15714,5793.36,-40.9035
1.16163,5564.84,-52.0882
0.721063,4972.89,-50.8009
1.0042,5100.44,-63.1723
1.23358,4876.49,-87.3301
1.25197,4300.94,-77.0258
0.175662,4441.25,-5.73106
0.911263,5542.74,-52.6649
1.43311,6020.17,-58.9649
0.0926886,4898.16,-7.31061
0.0699337,1354.6,-4.82032
0.792984,5182.06,-49.3974
1.28213,4670.35,-3.61153
0.719727,5282.04,-46.5484
0.211447,3704.14,-18.8549
1.12221,5076.72,-79.416
1.14685,4246.23,-69.3435
1.55664,4826.77,-95.5549
1.5514,858.057,-80.9198
1.08472,5862.62,-50.1644
0.317572,5999.47,-13.9943
0.107593,5495.48,-6.36939
0.764005,4892.01,-43.7502
1.3133,4038.7,-91.8581
1.27864,3063.55,-71.5256
1.12616,5206.35,-79.7289
1.01968,5770.32,-49.5638
0.831712,4762.91,-57.3132
1.36389,5202.93,-86.5941
0.184761,4627.48,-10.4122
0.844132,3012.59,-53.8377
1.3561,2097,-71.212
1.34743,5703.43,-67.7838
1.29723,5459.49,-76.3438
1.82483,4638.38,-109.607
1.44596,5340.66,-80.9118
0.495124,5723.05,-19.0133
0.415475,4184.75,-24.1032
0.295911,4562.72,-21.7689
1.2606,5450.51,-56.6149
0.188269,5217.25,-8.11608
1.6685,5172.2,-101.289
1.78717,4503.13,-129.472
0.722716,4903.85,-51.8348
0.636736,1318.13,-41.0763
0.783452,4279.43,-53.8908
0.440786,5146.76,-25.1673
1.63991,3499.86,-97.2107
0.456978,5757.02,-21.2883
1.94594,4625.93,-126.585
1.44465,5893.04,-67.7478
0.383776,1254.13,-27.6238
0.411008,4502.2,-23.6015
1.15701,5401.29,-50.1945
0.785289,4641.11,-47.1936
0.375811,3303.99,-15.9461
0.300383,5479.71,-15.8362
0.305204,3061.27,-23.1041
0.888281,3623.79,-50.5047
0.647802,4136.25,-53.1518
1.07784,3443.92,-53.4995
0.39404,5862.75,-16.8769
1.03235,5907.7,-47.0229
1.41868,5882.66,-52.3645
0.739614,1790.63,-30.0051
0.647802,5649.51,-29.0746
1.21664,5909.7,-43.6112
0.862707,5591.14,-43.9819
1.01917,5867.35,-31.6258
0.621961,2239.7,-35.4832
1.54894,4829.24,-101.387
0.25114,5378.03,-12.688
0.942444,5632.65,-43.0614
1.83399,1680.89,-107.893
1.31415,4822.5,-88.5308
1.08905,5141.38,-68.9461
0.731716,3159.91,-54.8126
0.584185,5164.45,-48.7341
1.06159,3400.62,-74.6362
1.38746,3848.13,-79.5293
1.24059,2596.77,-64.4424
0.255659,5216.68,-18.6139
1.45173,4831.77,-103.325
0.594658,4733.48,-34.847
1.19264,5345.32,-66.3382
1.25277,5818.09,-46.5895
0.869209,3861.81,-61.5653
0.558289,3332.72,-32.5529
0.696801,3146.88,-46.227
0.980632,3590.75,-57.6065
0.931508,3602.75,-62.3302
0.635818,2712.33,-35.7432
1.48838,5750.48,-58.4465
0.828686,5592.24,-36.3922
0.442524,5819.91,-24.4752
0.177608,1883.84,-9.10753
0.395895,4853.86,-25.3618
0.40092,5227.69,-26.4524
0.416784,4575.95,-18.5452
0.493151,5625.72,-21.8515
0.597834,4309.43,-35.5268
0.77576,4621.95,-51.8882
1.72744,4479.19,-110.577
0.875691,4959.85,-51.5102
1.44005,5751.03,-54.7314
0.375322,3700.65,-24.8595
0.479186,5743.14,-20.9655
1.23549,5602.31,-72.1608
1.02672,4752.43,-71.0784
0.365662,3372.09,-18.0469
0.297811,5860.8,-13.5058
1.28597,4410.59,-78.8982
1.32807,3863.92,-95.2269
0.158247,5108.9,-8.55808
0.64225,3001.14,-43.8996
0.524194,4489.98,-40.5145
0.0857215,4147.67,-5.76555
1.25935,5923.52,-47.9544
1.07098,5620.64,-45.8295
0.152349,5591.67,-4.69533
0.886683,3440.87,-59.3724
0.851259,5479.14,-36.3272
0.869819,3921.83,-65.3468
1.31254,5859.84,-47.47
0.50561,5650.79,-23.91
0.473095,5925.98,-24.7531
0.640014,2000.01,-41.2892
1.261,4622.34,-82.4593
0.40445,3003,-24.1422
1.22612,5430.4,-69.5036
0.953222,3770.45,-49.4986
1.18412,5468.73,-67.1505
0.763475,5874.25,-32.9372
0.223957,5755.79,-6.70739
1.35113,5879.76,-81.8374
0.964672,5211.01,-61.5263
0.840527,4735.76,-61.3892
0.906826,5286.79,-51.8859
0.525803,4978.11,-36.3624
0.727388,2730.38,-51.6842
1.04759,5148.66,-65.0561
1.91107,4969.91,-119.643
1.70669,1517,-103.128
0.149108,4768.91,-10.3333
0.690614,3969.69,-48.2177
0.236619,5184.21,-19.6562
1.44173,4424.86,-86.8109
1.57835,5857.97,-59.7387
0.231425,5668.53,-9.65243
0.459384,5708.02,-24.8076
1.06503,3124.75,-66.8894
0.641312,5887.8,-32.0028
0.745147,4698.48,-51.638
0.985325,4356.77,-65.6614
1.46494,5686.99,-54.8659
0.936848,5693.93,-46.6508
0.0814235,2188.8,-0.39635
0.861465,5933.91,-35.4062
0.601224,5890.95,-24.0108
1.02257,3203.56,-73.3392
0.800366,3156.04,-56.4043
1.38889,3771.43,-97.4578
0.727666,4647.71,-44.3576
0.513145,5342.66,-25.3256
0.313014,3505.71,-25.9228
1.24347,4396.07,-80.0654
0.948503,3984.28,-63.4552
1.22148,4830.3,-79.3619
1.64599,4092.55,-113.646
0.961645,4136.32,-61.0502
0.398647,5879.59,-20.3988
0.723917,3453.19,-42.757
0.348046,4791.26,-20.681
0.458857,2715.23,-33.1032
0.316962,5771.24,-17.81
0.943316,5613.66,-52.1239
0.584792,4154.3,-41.19
0.595891,4959.12,-40.4791
0.78993,5707.43,-28.5633
1.1502,3879.7,-78.5906
1.06008,4964.83,-65.9928
0.721063,5686.3,-31.5766
0.065741,3917.58,-1.52647
1.35864,4636.86,-85.9289
1.02086,5028.89,-72.0971
1.48435,3455.67,-97.7959
1.46524,3509.35,-82.0585
1.40407,5548.78,-77.5971
1.3002,3613.17,-74.5083
1.77578,3115.49,-115.506
0.486708,5599.06,-25.9238
0.926429,5581.49,-51.8661
0.276138,4416.47,-12.392
1.1105,5835.29,-54.0399
0.248371,5085.33,-16.707
1.1586,5058.12,-65.5224
1.07818,5038.89,-66.7214
0.238626,5337.1,-18.5731
0.138518,5089.76,-11.6963
0.996039,5196.11,-63.1258
1.26062,4184.99,-80.6851
0.382188,5048.66,-31.9684
0.720011,4869.68,-51.3683
0.191701,3895.26,-12.6169
1.06314,4044.09,-72.8766
0.813431,5016.23,-59.2281
0.178826,3458.68,-16.8278
1.15915,5351.66,-63.5367
1.26622,3256.59,-86.1247
1.06869,4621.23,-61.024
1.2176,5481.6,-74.3118
0.596042,4419.15,-44.3932
1.35222,4855.49,-78.5513
0.156619,5566.52,-10.5117
0.39633,4541.61,-21.9701
0.532718,5258.52,-28.4783
0.563418,5463.64,-38.1879
1.02244,3933.4,-64.6789
0.705753,1290.7,-41.6668
0.94675,3245.36,-52.4405
0.707046,4363.03,-47.7675
0.489696,5350.21,-28.1336
0.532062,4519.81,-38.7188
1.67754,2581.15,-107.208
1.43785,3880.71,-86.507
0.113149,5304.06,-7.19993
1.16766,5953.72,-41.87
0.96186,3717.41,-49.5877
1.68068,4007.01,-115.637
0.875272,5319.71,-58.2646
1.08697,1772.05,-61.1436
0.538765,4430.93,-44.8328
1.473,4228.94,-83.4625
0.62379,4988.43,-38.1809
0.643632,5906.49,-28.623
0.258334,5536.21,-16.1343
0.0709573,4964.54,2.76464
0.299898,4376.6,-25.5252
1.50746,5640.53,-66.6759
1.61565,5157.4,-96.9662
1.84318,4246.45,-118.779
0.146531,1615.87,-5.50334
0.377334,5138.73,-26.0132
0.83358,3544.15,-45.5313
0.0549449,3379.3,-4.78346
1.44064,3673.14,-94.1788
0.737452,4919.65,-52.9302
0.763345,2593.02,-45.8183
0.633729,5244.83,-40.647
0.993934,4389.46,-68.5721
0.610665,2808.54,-31.0468
1.92529,5769.86,-91.5649
0.552506,4287.98,-36.5883
0.944214,4230.61,-58.8924
0.535844,5592.75,-34.0077
1.63898,5293.84,-95.5618
0.303259,5572.4,-13.9634
0.576895,2917.16,-43.2836
0.874853,5775.14,-44.4137
0.235886,1892.43,-12.172
1.0075,5008.89,-65.0444
0.994292,3028.21,-65.8159
0.0799054,4684.14,-4.8352
0.682324,3607.01,-44.7234
1.78642,4566.72,-127.149
1.35008,5034.58,-92.2592
0.812027,5658.23,-32.0391
1.52319,4627.74,-92.8597
0.642785,3844.2,-37.801
1.18792,3426.01,-79.6042
0.897783,5575.46,-57.4732
0.079634,3114.92,-5.90528
0.776044,2906.89,-43.0442
0.0806191,3304.61,-3.87687
0.892474,6003.19,-36.4626
0.906835,2477.5,-49.1156
0.341455,4806.63,-21.8433
0.773655,3376.52,-52.6904
0.878673,6004.91,-40.4394
0.452385,5180.86,-34.7809
1.48089,3946.43,-101.109
0.705805,5760.8,-31.117
1.29212,5213.01,-83.7483
1.23669,4295.54,-89.3376
1.01867,4830.91,-67.1785
0.346533,4314.61,-23.3137
0.193959,5119.04,-9.64037
0.328061,5200.57,-20.2192
1.10642,4705.89,-78.9911
0.809107,4498.75,-48.7992
1.10183,5838.9,-36.3078
1.68125,5516.09,-69.8946
0.146659,3368.47,-9.59975
0.907513,5288.46,-63.8701
1.67279,4486.09,-97.6716
0.740706,5170.13,-42.378
1.34546,5612.09,-53.6251
0.710217,1921.35,-46.435
0.502111,5169.94,-32.9833
0.875895,3000.04,-61.1546
0.246272,5299.73,-16.916
0.926703,5299.76,-58.6786
1.84373,5316.52,-108.341
0.936946,5426.04,-51.3922
0.708275,4796.15,-39.5353
1.64238,5358.77,-105.562
0.641831,2811.13,-38.7518
1.71783,5293.39,-105.026
1.71783,3773.25,-57.363
0.231863,3211.69,-14.8033
0.916189,2733.9,-55.2009
0.278139,2207.88,-13.9099
1.49201,4916.08,-98.305
0.628083,1481.38,-39.0399
0.694263,4849.58,-42.489
1.55161,5303.09,-87.6758
0.151559,3359.21,-5.90076
1.12277,5717.75,-64.3675
0.902533,4686.2,-56.8624
1.12425,5724.86,-47.3506
0.857983,4819.22,-62.6383
0.476492,5404.77,-31.935
0.67521,1424.94,-30.7303
0.473022,3125.16,-27.5014
0.232914,2849.98,-15.1684
0.612111,5787.8,-28.6934
0.252679,2090.97,-15.4222
1.01675,5446.76,-54.5624
1.21145,3239.46,-78.8389
1.2859,5319.49,-76.6778
1.99196,3864.54,-134.594
0.233666,4026.9,-14.4289
0.390189,5872.21,-15.0763
0.254736,5502.61,-5.94962
0.895284,3670.11,-67.2483
0.639781,5835.29,-29.7904
0.852285,5805.14,-32.785
0.796047,2840.51,-54.6333
1.23333,3351.43,-75.611
1.4007,3937.16,-90.817
1.4743,4287.51,-101.65
0.52676,5789.5,-15.2099
0.747329,3529.06,-40.6695
0.694603,1985.42,-30.9878
1.4374,5865.94,-51.1322
0.226271,4834.73,-13.5468
1.49109,5678.08,-54.909
1.33809,5693.66,-63.9544
0.699466,5165.8,-37.3169
1.75029,5807.63,-75.0537
0.122769,4993.06,-9.35914
1.12538,4291,-77.9395
0.273572,5466.65,-15.3594
0.795557,5276.52,-36.5472
0.881264,5285.93,-62.181
0.668611,5333.93,-27.2717
0.0910939,3350.82,-2.22621
0.764726,5710.06,-31.2107
1.96638,4105.82,-128.103
0.462441,4063.22,-31.8796
0.951137,2457.54,-53.1287
1.01465,5603.45,-58.2297
0.939833,3461.79,-62.8416
0.828416,5151.19,-56.7174
1.27527,5320.52,-58.6562
1.65745,5616.03,-69.2072
1.09571,4665.87,-64.1635
1.04764,3229.82,-69.2968
0.813493,5325.3,-51.3036
0.423825,5316.66,-30.0007
0.211752,4773.81,-14.1378
0.341225,4896.9,-23.5002
0.53446,5186.26,-31.9714
0.797978,4612.03,-53.669
0.749094,5656.49,-26.6905
0.218795,3848.02,-11.0189
0.689534,5226.01,-46.784
0.625759,797.797,-39.4378
0.719646,5547.83,-46.5257
0.880817,4570.82,-53.6207
1.38256,4583.63,-81.546
1.33505,5055.18,-91.2284
0.689053,4765.84,-50.6222
0.71355,2120.62,-35.4108
0.112684,6060,-0.488798
0.514958,5778.54,-31.0121
0.228715,3929.36,-13.8423
0.959873,3723.46,-64.8727
0.71696,4244.6,-44.9488
0.517381,4057.46,-33.4549
0.15944,4713.95,-9.20154
0.424915,5517.28,-26.9673
1.15348,5623.86,-55.67
0.343009,5594.89,-18.9021
0.796791,5360.73,-47.9972
0.508302,5020.11,-36.0218
0.230207,3433.95,-16.7577
1.20979,3378.6,-80.3159
0.43168,3266.26,-27.1813
1.29198,4716.26,-89.5558
0.629389,5547.86,-29.8521
0.670498,5424.51,-42.1163
1.13297,2541.03,-57.1791
1.21541,3881.29,-83.8049
0.691794,4671.47,-42.781
0.535249,2712.93,-22.1876
1.75914,5457.58,-120.284
0.400646,2539.85,-25.9843
0.887424,2040.74,-51.4844
0.447742,4521.34,-28.6486
0.30775,2230.18,-19.0886
0.919841,3538.47,-62.335
1.3352,4857.04,-84.7034
0.599343,4303.75,-40.6499
1.16325,4819.6,-72.4256
1.12901,5682.52,-53.5018
1.69882,5738.56,-75.9238
1.47326,5336.91,-90.4113
0.937068,5502.83,-50.3679
1.63093,5305.75,-85.835
0.760092,2679.13,-41.4151
0.560817,3916.92,-36.5268
1.35885,5479.37,-70.1024
1.44654,4702.18,-88.9872
0.647451,5720.53,-30.2702
0.87553,4448.24,-60.6402
0.357704,5814.83,-15.9552
1.1349,3123.99,-66.462
0.90732,4183.65,-62.9977
0.418647,5397.5,-25.7406
1.72388,4438.89,-117.662
1.24762,5733.59,-50.6233
0.0406839,4027.02,-3.9967
0.314999,3248.9,-18.8907
0.429528,4492.29,-25.9718
0.697601,5717.76,-29.4528
1.09337,4012,-64.8673
1.14898,3594.81,-80.1502
1.33572,5486.12,-65.2717
1.4782,2648.08,-96.579
0.579586,5746.15,-27.3925
0.7406,5719.27,-28.5081
1.7616,3867.63,-111.342
1.13829,3678.17,-74.9576
0.326323,5815.6,-12.9571
1.42788,4478.39,-106.232
1.9331,4249.62,-120.159
1.52733,5054.15,-99.6084
1.77603,4744.56,-104.939
0.683685,5418.14,-45.9929
1.15697,5654.3,-53.0178
0.965564,5295.17,-55.4185
1.23845,5870.56,-63.7047
0.428214,4744.94,-16.7817
1.00047,2251.72,-58.6311
0.476439,5876.61,-20.9375
1.16366,3580.39,-77.3229
0.707055,3453.4,-43.5557
0.867405,4235.34,-62.4448
1.1908,4587.99,-84.3408
1.712,3452.72,-103.466
0.513469,4467,-40.8382
0.925889,5506.14,-53.0363
0.440244,5237.49,-24.8725
1.31288,5142.48,-84.3988
0.334316,3694.09,-26.9003
0.919134,3883.82,-57.5104
1.25067,2294.67,-86.0002
0.551858,5913.76,-25.2411
0.346086,5726.04,-21.7117
1.04822,3013.71,-61.7423
0.165693,2701.36,-8.76005
0.340699,3496.37,-20.3863
0.730049,5469.35,-47.6552
1.84285,4968.56,-124.397
0.782997,4835.46,-53.2187
0.121671,1289.92,-7.23354
0.517342,3724.66,-38.3598
0.164393,2132.66,-12.546
1.08495,4074.5,-64.2964
0.818844,5196.26,-51.4043
0.737337,3756.98,-55.5723
1.1818,6046.3,-37.6461
0.882727,5446.97,-54.818
0.727032,4982.42,-43.0781
0.926962,5139.44,-58.1957
1.53017,5182.35,-85.5199
0.319095,4422.71,-17.5711
0.190957,4811.03,-10.8551
0.424801,5411.5,-23.701
0.538714,3555.62,-36.275
0.895006,5465.24,-44.19
0.399105,5743.35,-10.605
0.916715,4574.08,-50.9553
0.535612,5152.39,-33.1168
1.42642,2113.37,-81.2103
1.48804,5497.05,-72.2101
0.988059,4670.29,-69.3364
0.855865,2765.98,-57.1185
0.628891,4850.6,-41.4205
1.33308,4024.53,-89.7809
0.0830506,4731.65,-4.30954
0.572431,4298.27,-25.5788
0.101908,4196.5,-3.09001
1.49204,5944.49,-61.1694
0.474048,4517.52,-34.1984
1.4292,5429.12,-64.4273
1.2851,5651.8,-50.2474
1.52204,5532.87,-79.6215
1.11371,5399.18,-71.5579
1.70369,4969.56,-100.491
1.20323,5201.21,-58.7664
0.812639,2886.56,-41.0445
0.78705,1410.36,-41.213
1.77193,5853.83,-77.4087
0.353432,2391.51,-10.6149
1.36896,3243.1,-72.7354
0.740411,3340.11,-47.3863
0.320721,5768.22,-10.4415
0.443995,5057.3,-35.4293
0.672173,2849.36,-43.5796
1.24962,3308.4,-67.8879
0.738157,5040.92,-50.5963
1.50734,1001.75,-92.0798
0.754113,4613.66,-47.5939
2.00592,5553.14,-88.4769
1.04584,3524.55,-68.3129
0.177245,3777.55,-7.28221
1.07901,5021.94,-50.0144
1.50091,5814.54,-65.2527
0.763269,3865.81,-43.5699
1.04015,5306.28,-55.5332
0.495535,5209.48,-39.3974
